ASC_Name,Provider_ID,NPI,City,State,Zip_Code,ASC_1_Measure_Rate,ASC_1_Footnote,ASC_2_Measure_Rate,ASC_2_Footnote,ASC_3_Measure_Rate,ASC_3_Footnote,ASC_4_Measure_Rate,ASC_4_Footnote,ASC_8_Rate,ASC_8_Footnote,ASC_9_Rate,ASC_9_Footnote,ASC_10_Rate,ASC_10_Footnote,ASC_11_Rate,ASC_11_Footnote,ASC_12_Total_Cases,ASC_12_Performance_Category,ASC_12_RSHV_Rate,ASC_12_Interval_Lower_Limit,ASC_12_Interval_Upper_Limit,ASC_12_Footnote
JCMG SURGERY CENTER INC,26C0001049,1023169380,JEFFERSON CITY,MO,65109,0,,0.389,,0,,0,,97.67,,100,,100,,N/A,5,656,No Different than the National Rate,13.6,9.9,19.3,
RIVER ROAD SURGERY CENTER,21C0001337,1023169752,BETHESDA,MD,20816,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MAYS AND SCHNAPP PAIN CLINIC AND REHABILITATION CENTER,44C0001053,1023182581,MEMPHIS,TN,38120,0,,0,,0,,0,,88.57,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SANTA BARBARA SURGERY CENTER LP,05C0001529,1023191822,SANTA BARBARA,CA,93105,0,,0,,0,,0,,95.16,,85.19,,90.32,,N/A,5,157,No Different than the National Rate,12.8,8.9,18.8,
ANNE ARUNDEL UROLOGICAL SURGERY CENTER LLC,21C0001235,1023199601,ANNAPOLIS,MD,21401,0,,0,,0,,0.359,,98.04,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SAN MARTIN SURGERY CENTER DBA DURANGO OUTPATIENT SURGERY CENTER,29C0001073,1023218500,LAS VEGAS,NV,89113,0,,0,,0,,0.629,,41.36,,74.67,,95.95,,N/A,5,265,No Different than the National Rate,12.8,8.8,18.4,
OC MULTISPECIALTY SURGERY CENTER LP,05C0001924,1023250438,TUSTIN,CA,92780,N/A,5,N/A,5,N/A,5,N/A,5,95,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GASTRO SPECIALISTS ENDOSCOPY CENTER LLC,11C0001350,1023252954,DECATUR,GA,30032,0,,0,,0,,0,,84.62,,97.93,,46.1,,N/A,5,113,No Different than the National Rate,12.7,8.6,18.3,
FLORHAM PARK SURGERY CENTER LLC,31C0001247,1023253291,FLORHAM PARK,NJ,7932,N/A,5,N/A,5,N/A,5,N/A,5,85.71,,0,,0,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TAMPA SURGERY CENTER LLC,10C0001542,1023256187,TAMPA,FL,33618,0,,0,,0,,0,,38.89,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CAROLINA DIGESTIVE DISEASES PA,34C0001161,1023257300,GREENVILLE,NC,27834,0,,0,,0,,0,,100,,97.73,,95.56,,N/A,5,500,No Different than the National Rate,12.4,8.6,17.5,
CENTER FOR PAIN MANAGEMENT ASC LLC,21C0001396,1023266145,GLEN BURNIE,MD,21061,0,,0,,0,,0,,61.9,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DAY SURGERY AT RIVERBEND,38C0001089,1023271459,SPRINGFIELD,OR,97477,0,,1.901,,0,,0,,95.45,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GCSA AMBULATORY SURGERY CENTER LLC,45C0001477,1023297462,SAN ANTONIO,TX,78258,N/A,5,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PHYSICIANS SURGERY CENTER LLC,14C0001028,1023297553,CARBONDALE,IL,62901,0.829,,0,,0,,0.829,,98.04,,95.89,,90.48,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
TEXAS HEALTH SURGERY CENTER ADDISON,45C0001541,1023316197,DALLAS,TX,75287,0,,0,,0,,2.594,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
OPHTHALMOLOGY SURGERY CENTER OF DALLAS LLC,45C0001508,1023341740,DALLAS,TX,75231,0,,0,,0.123,,0.123,,89.16,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HATTIESBURG SURGERY CENTER LLC,25C0001076,1023343720,HATTIESBURG,MS,39402,0,,0,,0,,4.032,,60,,53.85,,78.79,,N/A,5,34,No Different than the National Rate,12.1,8.1,17.9,
PICCARD SURGERY CENTER LLC,21C0001508,1023349909,ROCKVILLE,MD,20850,0,,0,,0,,0,,64.52,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
VANGUARD SURGICAL CENTER LLC,31C0001305,1023350907,MAYWOOD,NJ,7607,0,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
OAKLAND PHYSICAN SURGERY CENTER,23C0001122,1023358116,TROY,MI,48083,0,,0,,0,,0,,N/A,5,100,,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
THE EMORY CLINIC INC,11C0001064,1023359627,ATLANTA,GA,30327,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PACIFIC SURGERY CTR,05C0002010,1023365913,COSTA MESA,CA,92627,0,,0,,0,,0,,88.57,,87.62,,13.89,,N/A,5,64,No Different than the National Rate,11.9,8.2,17.2,
VISTA SURGICAL CENTER,36C0001278,1023373628,CANTON,OH,44718,0,,0,,0,,0,,72.13,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MIDWEST SPECIALTY SURGERY CENTER LLC,15C0001186,1023373834,INDIANAPOLIS,IN,46241,0,,0,,0,,0,,82.76,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CANDESCENT EYE SURGICENTER LLC,41C0001002,1023399318,WARWICK,RI,2886,0,,0,,0,,0,,92.59,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TEXAS ENDOSCOPY CENTERS LLC,45C0001277,1023420577,PLANO,TX,75093,0,,0,,0,,0,,100,,89.58,,81.67,,N/A,5,384,No Different than the National Rate,12.3,8.6,17.4,
TEXAS ENDOSCOPY CENTERS LLC DBA TEXAS ENDOSCOPY,45C0001390,1023420577,PLANO,TX,75093,0,,0,,0,,0,,100,,89.58,,81.67,,N/A,5,384,No Different than the National Rate,12.3,8.6,17.4,
HEARTLAND REGIONAL MEDICAL CENTER,26C0001149,1023428281,KANSAS CITY,MO,64158,0,,4.739,,0,,4.751,,78.87,,100,,96.7,,N/A,5,132,No Different than the National Rate,12.2,8.3,17.8,
GREAT LAKES AMBULATORY SURGERY CENTER,36C0001293,1023498219,MENTOR,OH,44060,0,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MID BRONX ENDOSCOPY CENTER,33C0001168,1023551413,BRONX,NY,10453,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
ADVANCED FAMILY SURGERY CENTER,44C0001098,1033105960,OAK RIDGE,TN,37830,0,,0,,0,,2.392,,54.39,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LAKE WORTH SURGICAL CENTER,10C0001299,1033106612,LAKE WORTH,FL,33467,0,,0,,0,,0,,14.04,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GOLDEN RIDGE SURGERY CENTER LLC,06C0001058,1033112628,GOLDEN,CO,80401,0,,0.556,,0,,0.556,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTHWEST FLORIDA SURGICAL CENTER INC DBA NORTH FLORIDA SURGERY CENTER,10C0001193,1033113402,PENSACOLA,FL,32503,0,,0,,0,,0,,28.71,,45.45,,100,,100,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
PREMIER OUTPATIENT SURGERY CENTER INC,05C0001516,1033114764,COLTON,CA,92324,N/A,5,N/A,5,N/A,5,N/A,5,85.37,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CAPLAN BERKELEY LLP,45C0001336,1033115472,HOUSTON,TX,77027,0,,0,,0,,0,,82.61,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CENTER FOR UROLOGIC CARE OF BERKS CO PC,39C0001139,1033116892,WYOMISSING,PA,19610,0,,0,,0,,0,,97.14,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MED ATLANTIC INC,49C0001008,1033135314,RICHMOND,VA,23235,0,,0,,0,,0.525,,96.63,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LEXINGTON MED CENTER LEXINGTON,42C0001040,1033137989,LEXINGTON,SC,29072,0,,0,,0,,1.433,,51.28,,90.82,,91.43,,N/A,5,78,No Different than the National Rate,12.4,8.5,18.2,
GREENSPRING SURGERY CENTER LLC,21C0001443,1033141825,BALTIMORE,MD,21209,0,,0,,0,,0,,72.97,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WASHINGTON SPORTS MEDICINE ASSOCIATES INC,50C0001182,1033148192,KIRKLAND,WA,98034,0,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PARKWEST SURGERY CENTER,44C0001112,1033154851,KNOXVILLE,TN,37923,0,,0,,0,,0,,96.99,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EYE SURGERY CENTER NORTHLAND LLC,26C0001118,1033162631,KANSAS CITY,MO,64155,0,,0,,0,,0,,72.22,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LA VETA SURGICAL CENTER,05C0001178,1033177373,ORANGE,CA,92868,0.437,,0,,0,,0,,82.99,,81.23,,27.18,,N/A,5,282,No Different than the National Rate,12.1,8.6,17.2,
ENDOSCOPY CENTER OF EL PASO,45C0001242,1033181862,EL PASO,TX,79902,0,,0,,0,,0,,80.43,,100,,100,,N/A,5,903,No Different than the National Rate,11.3,8.1,15.8,
MAE PHYSICIANS SURGERY CENTER LLC,25C0001025,1033190129,JACKSON,MS,39202,0,,0,,0,,0,,33.91,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
RIVERPOINTE SURGERY CENTER,15C0001073,1033190566,ELKHART,IN,46514,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,105,No Different than the National Rate,12.1,8.2,17.1,
SURGICAL ASSOCIATES ENDOSCOPY CLINIC LLC,43C0001018,1033195912,ABERDEEN,SD,57401,0,,0,,0,,0,,N/A,1,97.24,,75.4,,N/A,5,477,No Different than the National Rate,12.3,8.7,17.2,
WEYMOUTH ENDOSCOPY LLC,22C0001049,1033199906,SOUTH WEYMOUTH,MA,2190,0.876,,0,,0,,0,,100,,99.8,,99.91,,N/A,5,771,No Different than the National Rate,13.2,9.4,18.5,
CARLISLE ENDOSCOPY CENTER LTD,39C0001102,1033210760,CARLISLE,PA,17015,0,,0,,0,,3.295,,84.85,,97.7,,98.78,,N/A,5,608,No Different than the National Rate,11.4,8.2,16.2,
CAPE COD EYE SURGERY AND LASER CENTER,22C0001030,1033213269,SANDWICH,MA,2563,0,,0,,0,,0.339,,92.45,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SOUTH HILLS ENDOSCOPY CENTER,39C0001193,1033214903,PITTSBURGH,PA,15241,0,,0,,0,,0,,87.88,,15.02,,91.2,,N/A,5,394,No Different than the National Rate,11.6,8.2,16.9,
WESTWOOD SURGERY CENTER,05C0001714,1033215223,LOS ANGELES,CA,90025,0,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ENDOSCOPY CENTER AT ST MARY,39C0001231,1033220751,LANGHORNE,PA,19047,0,,0,,0,,0.844,,96.77,,96.06,,86.62,,N/A,5,684,No Different than the National Rate,14.7,10.6,20.5,
EMPIRE SURGERY CENTER INC,05C0001478,1033222989,BAKERSFIELD,CA,93309,0,,0,,0,,0,,63.16,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SOUTHEASTERN OUTPATIENT SURGERY CENTER LLC,10C0001499,1033223367,TALLAHASSEE,FL,32308,N/A,1,N/A,1,N/A,1,N/A,1,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
COSMETIC SURGERY CENTER OF SANTA MONICA,05C0001566,1033229323,SANTA MONICA,CA,90404,N/A,5,N/A,5,N/A,5,N/A,5,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
COTTON ONEIL DIGESTIVE HEALTH CENTER DBA COTTON ONEIL ENDOSCOPY CENTER,17C0001025,1033246459,TOPEKA,KS,66604,0,,0,,0,,0.306,,100,,97.89,,96.57,,N/A,5,1659,No Different than the National Rate,13.4,10.1,17.5,
DR HOWARD L SCHULTHEISS JR DPM PA,21C0001308,1033250055,BEL AIR,MD,21014,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MCDOWELL AMBULATORY SURGERY CENTER LLC,03C0001296,1033250618,PHOENIX,AZ,85006,0,,0,,0,,0,,25,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TEMECULA VALLEY DAY SURGERY CENTER,05C0001225,1033282173,MURRIETA,CA,92562,0,,0,,0,,0,,18.49,,100,,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
JESSCO LLC,21C0001448,1033290499,BERLIN,MD,21811,0,,0,,0,,0,,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PIKES PEAK ENDOSCOPY AND SURGERY CENTER LLC,06C0001039,1033292214,COLORADO SPRINGS,CO,80907,0,,0,,0,,0,,100,,98.15,,97.96,,N/A,5,947,No Different than the National Rate,10.9,7.7,15.1,
NORTHERN NEW JERSEY EYE INSTITUTE PA,31C0001024,1033294640,SOUTH ORANGE,NJ,7079,0,,0,,0,,0,,50,,N/A,5,N/A,5,59.5,,N/A,N/A,N/A,N/A,N/A,5
WILSHIRE CENTER FOR AMBULATORY SURGERY INC,05C0001866,1033309406,LOS ANGELES,CA,90017,0,,0,,0,,0,,36.36,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
VISTA SURGERY CENTER LLC,45C0001479,1033316765,EL PASO,TX,79936,0,,0,,0,,0,,92.86,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SSM ST CLARE SURGICAL CENTER LLC,26C0001141,1033351119,FENTON,MO,63026,0,,0,,0,,0,,66.85,,68.75,,46.67,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
ATLANTA WEST ENDOSCOPY CENTER LLC,11C0001328,1033355359,DOUGLASVILLE,GA,30135,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
MARION EYE SURGERY CENTER,14C0001142,1033355631,MOUNT VERNON,IL,62864,0.422,,0,,0,,0,,71.43,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
OPTIM SURGERY CENTER,11C0001164,1033363064,SAVANNAH,GA,31405,0,,0,,0,,0,,84.43,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MISSION ENDOSCOPY CENTER INC,05C0001885,1033368378,MISSION VIEJO,CA,92691,0,,0,,0,,0,,66.67,,100,,46.13,,N/A,5,255,No Different than the National Rate,11.8,8.1,17.3,
HYANNIS EAR NOSE AND THROAT ASSOC INC,22C0001021,1033369905,HYANNIS,MA,2601,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HYANNIS EAR NOSE AND THROAT ASSOC INC,22C0001071,1033369905,HYANNIS,MA,2601,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE SOUTHEASTERN SPINE INSTITUTE AMBULATORY SURGERY CENTER LLC,42C0001078,1033373691,MOUNT PLEASANT,SC,29464,0,,0,,0,,0.125,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ABILENE SURGERY CENTER LLC,45C0001493,1033375399,ABILENE,TX,79606,0,,0,,0,,0,,64,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HIGH DESERT SURGERY CENTER LLC,50C0001281,1033399084,KENNEWICK,WA,99336,0,,0,,0,,0,,72.13,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SANTAN SURGERY CENTER LLC,03C0001339,1033400619,GILBERT,AZ,85295,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ADVANCED AMBULATORY SURGERY CENTER LLC,15C0001175,1033426580,EVANSVILLE,IN,47714,0,,0,,0,,0.951,,90.32,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ENDOSCOPY SURGERY CENTER OF SILICON VALLEY LLC,05C0001541,1033448782,SAN JOSE,CA,95124,0,,0,,0,,0,,100,,74.05,,30.69,,N/A,5,268,No Different than the National Rate,11.9,8.1,17.5,
SUTTER AMADOR SURGERY CENTER LLC,05C0001640,1033453311,JACKSON,CA,95642,0,,0,,0,,0,,89.47,,98.78,,100,,N/A,5,139,No Different than the National Rate,14.6,10,21,
TOWN CENTER ASC LLC,23C0001121,1033466933,TROY,MI,48084,0,,0,,0,,0,,94.81,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WHITE FENCE SURGICAL SUITES LLC,36C0001280,1033468400,NEW ALBANY,OH,43054,0,,0,,0,,0,,45.19,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CORNERSTONE SURGICARE LLC,10C0001574,1033468442,PENSACOLA,FL,32503,0,,0,,0,,0,,93.33,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SPRING CREEK SURGICAL CENTER LLC,46C0001061,1033503420,PROVIDENCE,UT,84332,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ISLAND AMBULATORY SURGERY CENTER,33C0001152,1033517263,BROOKLYN,NY,11223,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
KENT ISLAND SURGERY CENTER LLC,21C0001487,1033524855,CHESTER,MD,21619,0,,0,,0,,0,,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
US CARDIO OF SA LLC,45C0001606,1033525779,SAN ANTONIO,TX,78256,N/A,5,N/A,5,N/A,5,N/A,5,76.19,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NEWNAN CENTER FOR FOOT AND ANKLE SURGERY LLC,11C0001429,1033530084,NEWNAN,GA,30265,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ABINGDON SURGICAL CENTER PC,21C0001593,1033560420,ABINGDON,MD,21009,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TEXAS CENTER FOR INTERVENTIONAL SURGERY LLC,45C0001631,1033564414,ADDISON,TX,75001,N/A,5,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PARK TEN SURGERY CENTER,45C0001539,1033586136,HOUSTON,TX,77084,0,,0,,0,,0,,97.44,,N/A,5,N/A,5,98.24,,N/A,N/A,N/A,N/A,N/A,5
LANCASTER SPECIALTY SURGERY CENTER,36C0001301,1033668587,LANCASTER,OH,43130,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MONTICELLO SURGERY CENTER,24C0001093,1033669395,MONTICELLO,MN,55362,N/A,5,N/A,5,N/A,5,N/A,5,97.17,,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
INDIANA AMBULATORY SURGICAL ASSOCIATES LLC,39C0001075,1043204688,INDIANA,PA,15701,0,,0,,0,,0,,71.21,,13.23,,97.22,,N/A,5,47,No Different than the National Rate,12.1,8,17.7,
ST LUKES SURGICAL CENTER INC,10C0001016,1043205040,TARPON SPRINGS,FL,34689,0,,0,,0,,0,,74.24,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LOWERY SURGERY CENTER,04C0001009,1043208283,SEARCY,AR,72143,0,,0,,0,,0,,72.73,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER OF CANFIELD LLC,36C0001191,1043209653,CANFIELD,OH,44406,0,,0,,0,,0,,92.21,,N/A,1,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
NORTHEAST SURGICAL CARE OF NEWINGTON LLC,30C0001019,1043215858,NEWINGTON,NH,3801,0,,0,,0,,0,,95.83,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TRIAD EYE INSTITUTE PLLC,37C0001039,1043216617,MUSKOGEE,OK,74401,0,,0,,0,,0,,88.57,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER OF LONG BEACH,05C0001512,1043217615,LONG BEACH,CA,90806,0,,0,,0,,0,,84.34,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
COTTONWOOD DAY SURGERY CENTER,03C0001308,1043222417,COTTONWOOD,AZ,86326,0,,0,,0,,0,,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ST MARYS AMBULATORY SURGERY CENTER LLC,49C0001044,1043236664,RICHMOND,VA,23226,0,,0,,0,,1.276,,94.74,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTH VALLEY ENDOSCOPY CENTER LLC,03C0001295,1043239338,PHOENIX,AZ,85032,0.7,,0,,0,,0.7,,85.29,,100,,100,,N/A,5,798,No Different than the National Rate,12.8,9.3,17.9,
DUTCHESS AMBULATORY SURGICAL CENTER,33C0001034,1043246077,POUGHKEEPSIE,NY,12603,0,,0,,0,,0,,72.55,,62.5,,75,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
DIGESTIVE DISEASE SPECIALISTS INC SOUTH,37C0001054,1043253263,OKLAHOMA CITY,OK,73109,0,,0,,0,,0,,76.67,,91.57,,86.73,,N/A,5,980,No Different than the National Rate,14.1,10.6,19.1,
SIERRA AMBULATORY SURGERY CENTER,05C0001760,1043254063,GRASS VALLEY,CA,95945,0,,0,,0,,0,,94.44,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ORTHOPEDIC AND SPORTS SURGERY CENTER,52C0001065,1043254162,APPLETON,WI,54913,0,,0,,0,,0,,91.03,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PREMIERE SURGERY CENTER INC,05C0001138,1043268840,ESCONDIDO,CA,92026,0,,0,,0,,0,,72.73,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTH FULLERTON SURGERY CENTER LLC,31C0001167,1043271604,MONTCLAIR,NJ,7042,0,,0,,0,,0,,69.23,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WEST PARK SURGERY CENTER LLC,10C0001443,1043272750,PINELLAS PARK,FL,33781,0,,0,,0,,0,,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
FOREST AMBULATORY SURGICAL ASSOCIATES LP,05C0001066,1043275183,SAN JOSE,CA,95128,0,,0,,0,,0,,98.68,,9.76,,49.32,,100,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
UPMC MONROEVILLE SURGERY CTR,39C0001046,1043281660,MONROEVILLE,PA,15146,0,,0,,0,,0,,97.79,,80.26,,86.05,,N/A,5,59,No Different than the National Rate,13,8.9,18.9,
GASTROINTESTINAL DIAGNOSTIC CENTER,21C0001160,1043282775,BALTIMORE,MD,21229,0,,0,,0,,0,,95.45,,100,,100,,N/A,5,939,No Different than the National Rate,11,7.9,15.1,
SURGERY CENTER OF SOUTH CENTRAL KANSAS,17C0001031,1043283294,HUTCHINSON,KS,67502,0,,0,,0,,2.006,,89.13,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NAUGATUCK VALLEY ENDOSCOPY CENTER LLC,07C0001040,1043283906,WATERBURY,CT,6708,0,,0,,0,,0,,91.67,,88.5,,54.52,,N/A,5,424,No Different than the National Rate,11.7,8.3,16.5,
WINTER HAVEN SEBRING FL OPHTHALMOLOGY ASC LLC,10C0001435,1043284508,SEBRING,FL,33870,0,,0,,0,,0.568,,62.79,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GRAND RIVER ENDOSCOPY CENTER LLC,23C0001065,1043288467,GRAND RAPIDS,MI,49503,4.044,,0,,1.014,,0,,94.12,,100,,100,,N/A,5,493,No Different than the National Rate,13.6,9.7,19.2,
SUNCOAST SURGERY CENTER LLC,10C0001329,1043290653,FORT MYERS,FL,33907,0,,0,,0,,0,,65,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ARIZONA GASTROENTEROLOGY LTD,03C0001259,1043297690,TUCSON,AZ,85741,N/A,5,N/A,5,N/A,5,N/A,5,73.47,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CENTRAL JERSEY AMBULATORY SURGICAL CENTER LLC,31C0001142,1043297872,HILLSBOROUGH,NJ,8844,0,,0,,0,,0,,50.68,,98.77,,100,,N/A,5,722,No Different than the National Rate,11.5,8.2,16.2,
LASER AND SURGERY CENTER OF THE PALM BEACHES,10C0001332,1043303894,PALM BEACH GARDENS,FL,33410,0,,0,,0,,0.282,,68.15,,73.02,,76.19,,N/A,5,291,No Different than the National Rate,12.3,8.4,17.3,
AUGUSTA CENTER FOR FOOT AND ANKLE SURGERY LLC,11C0001163,1043361074,AUGUSTA,GA,30904,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HAZLETON ENDOSCOPY CENTER INC,39C0001113,1043375702,HAZLE TOWNSHIP,PA,18202,1.996,,0,,0,,0,,58.82,,75.36,,87.95,,N/A,5,244,No Different than the National Rate,12,8.5,17.4,
AMBULATORY SURGERY CENTER AT OLD BRIDGE LLC,31C0001141,1043384704,OLD BRIDGE,NJ,8857,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SKIN SURGERY CENTER PS,50C0001187,1043391188,SEATTLE,WA,98104,0,,0,,0,,0,,80,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
